"","Kingdom","Phylum","Class","Order","Family","Genus","Species",""
"ASV1701","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","NA","ASV1701"
"ASV194","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","NA","ASV194"
"ASV1285","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","NA","ASV1285"
"ASV6960","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","NA","ASV6960"
"ASV4355","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","NA","NA","NA","ASV4355"
"ASV5942","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","NA","NA","ASV5942"
"ASV6456","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","NA","NA","ASV6456"
"ASV4836","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","NA","NA","ASV4836"
"ASV2250","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","NA","NA","NA","ASV2250"
"ASV3797","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","NA","ASV3797"
"ASV4601","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV4601"
"ASV3122","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV3122"
"ASV3515","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV3515"
"ASV2098","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2098"
"ASV5920","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV5920"
"ASV3301","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV3301"
"ASV1720","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV1720"
"ASV1557","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV1557"
"ASV5966","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV5966"
"ASV2345","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2345"
"ASV618","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV618"
"ASV6273","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV6273"
"ASV2937","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2937"
"ASV2280","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2280"
"ASV2581","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2581"
"ASV3976","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV3976"
"ASV7887","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV7887"
"ASV3708","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV3708"
"ASV1870","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV1870"
"ASV2641","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2641"
"ASV2033","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2033"
"ASV2582","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2582"
"ASV1102","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV1102"
"ASV2643","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2643"
"ASV2445","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2445"
"ASV1854","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV1854"
"ASV6004","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV6004"
"ASV6144","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV6144"
"ASV2183","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","NA","ASV2183"
"ASV5866","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","NA","ASV5866"
"ASV5682","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","NA","ASV5682"
"ASV3192","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","NA","ASV3192"
"ASV3235","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","NA","ASV3235"
"ASV4379","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV4379"
"ASV2674","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV2674"
"ASV3386","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","NA","NA","ASV3386"
"ASV3468","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","NA","NA","ASV3468"
"ASV2576","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04","NA","ASV2576"
"ASV426","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04","NA","ASV426"
"ASV2956","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04","NA","ASV2956"
"ASV2849","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group","NA","NA","NA","ASV2849"
"ASV767","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group","NA","NA","NA","ASV767"
"ASV2692","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group","NA","NA","NA","ASV2692"
"ASV2208","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group","NA","NA","NA","ASV2208"
"ASV4189","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04","NA","ASV4189"
"ASV1944","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV1944"
"ASV609","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV609"
"ASV383","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV383"
"ASV3998","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV3998"
"ASV529","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV529"
"ASV3965","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV3965"
"ASV2546","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV2546"
"ASV1719","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV1719"
"ASV7265","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV7265"
"ASV832","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV832"
"ASV2310","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","NA","NA","ASV2310"
"ASV2498","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV2498"
"ASV6622","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV6622"
"ASV5576","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV5576"
"ASV4092","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV4092"
"ASV4831","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV4831"
"ASV4206","Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","ASV4206"
"ASV5515","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","NA","NA","ASV5515"
"ASV4478","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","NA","NA","ASV4478"
"ASV6610","Bacteria","WPS-2","NA","NA","NA","NA","NA","ASV6610"
"ASV1088","Bacteria","WPS-2","NA","NA","NA","NA","NA","ASV1088"
"ASV2320","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","NA","ASV2320"
"ASV2371","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","NA","NA","ASV2371"
"ASV4715","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","NA","NA","ASV4715"
"ASV463","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","NA","NA","ASV463"
"ASV1530","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","NA","NA","NA","ASV1530"
"ASV204","Bacteria","NA","NA","NA","NA","NA","NA","ASV204"
"ASV7660","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Microscilla","NA","ASV7660"
"ASV705","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV705"
"ASV261","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NA","NA","NA","ASV261"
"ASV2464","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV2464"
"ASV1286","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Bernardetiaceae","Bernardetia","NA","ASV1286"
"ASV6576","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV6576"
"ASV2600","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV2600"
"ASV4097","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV4097"
"ASV567","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV567"
"ASV5153","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV5153"
"ASV4538","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV4538"
"ASV2781","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV2781"
"ASV6633","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV6633"
"ASV4193","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV4193"
"ASV1689","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV1689"
"ASV399","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV399"
"ASV1266","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV1266"
"ASV1466","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV1466"
"ASV516","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV516"
"ASV4805","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV4805"
"ASV2997","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV2997"
"ASV2723","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV2723"
"ASV3848","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV3848"
"ASV1935","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV1935"
"ASV5859","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV5859"
"ASV1560","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","ASV1560"
"ASV3000","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV3000"
"ASV7865","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV7865"
"ASV5597","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV5597"
"ASV7842","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV7842"
"ASV2184","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV2184"
"ASV2090","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV2090"
"ASV2834","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV2834"
"ASV1538","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV1538"
"ASV2577","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV2577"
"ASV5661","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5661"
"ASV3505","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV3505"
"ASV3316","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV3316"
"ASV1782","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1782"
"ASV5195","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5195"
"ASV5501","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5501"
"ASV752","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV752"
"ASV2120","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","NA","NA","ASV2120"
"ASV1145","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV1145"
"ASV149","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV149"
"ASV6937","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV6937"
"ASV3355","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV3355"
"ASV3736","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV3736"
"ASV4230","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV4230"
"ASV574","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV574"
"ASV3267","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV3267"
"ASV6060","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV6060"
"ASV1301","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV1301"
"ASV195","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV195"
"ASV1984","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","vanfongensis","ASV1984"
"ASV2212","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV2212"
"ASV5743","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","NA","NA","ASV5743"
"ASV537","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","NA","NA","ASV537"
"ASV419","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV419"
"ASV4223","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Tunicatimonas","NA","ASV4223"
"ASV597","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Tunicatimonas","NA","ASV597"
"ASV3459","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3459"
"ASV5245","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5245"
"ASV1787","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV1787"
"ASV853","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV853"
"ASV4208","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV4208"
"ASV594","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV594"
"ASV1903","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV1903"
"ASV866","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV866"
"ASV6063","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","NA","ASV6063"
"ASV6261","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV6261"
"ASV1302","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","halotolerans","ASV1302"
"ASV1899","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV1899"
"ASV286","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","misakiensis","ASV286"
"ASV3916","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV3916"
"ASV1376","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV1376"
"ASV1180","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV1180"
"ASV1884","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV1884"
"ASV4545","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV4545"
"ASV1705","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","NA","ASV1705"
"ASV990","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV990"
"ASV4972","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4972"
"ASV2900","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2900"
"ASV4544","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA","NA","ASV4544"
"ASV78","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV78"
"ASV303","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV303"
"ASV1961","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV1961"
"ASV281","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV281"
"ASV51","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV51"
"ASV106","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV106"
"ASV1097","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV1097"
"ASV2676","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2676"
"ASV3086","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV3086"
"ASV2561","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2561"
"ASV581","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV581"
"ASV2313","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2313"
"ASV5539","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV5539"
"ASV2029","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2029"
"ASV4344","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV4344"
"ASV320","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV320"
"ASV2946","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2946"
"ASV2292","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2292"
"ASV702","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV702"
"ASV6169","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV6169"
"ASV2061","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV2061"
"ASV7472","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV7472"
"ASV6695","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","NA","ASV6695"
"ASV7400","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV7400"
"ASV2703","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2703"
"ASV4839","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4839"
"ASV1658","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1658"
"ASV787","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV787"
"ASV5129","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5129"
"ASV3195","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3195"
"ASV6323","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV6323"
"ASV4266","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4266"
"ASV2063","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2063"
"ASV1688","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1688"
"ASV1017","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1017"
"ASV915","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV915"
"ASV4415","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4415"
"ASV2365","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2365"
"ASV532","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV532"
"ASV1233","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1233"
"ASV458","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV458"
"ASV1626","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1626"
"ASV1122","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV1122"
"ASV3962","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3962"
"ASV5607","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV5607"
"ASV7746","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV7746"
"ASV4293","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4293"
"ASV4134","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV4134"
"ASV3159","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV3159"
"ASV2251","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","NA","ASV2251"
"ASV607","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV607"
"ASV4645","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4645"
"ASV807","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV807"
"ASV7153","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","NA","NA","NA","ASV7153"
"ASV2003","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV2003"
"ASV4962","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","ASV4962"
